name,category,rating,reviews_count,latitude,longitude,address,url,imageUrls,place_type,source,location,webUrl,image,amenities,price_range,rating_cleanliness,rating_service,rating_location,rating_value,popularity_score,tags,opening_hours,best_time_to_visit,peak_hours,wheelchair_accessible,family_friendly,cuisine_type,attraction_type,star_rating
"Show Restaurant, Tamassa Bel Ombre",Restaurant,4.1,11.0,-20.5091675,57.4160059,"FCR8+8CJ Tamassa, MU, Coastal Road, Bel Ombre 61002, Mauritius",https://www.google.com/maps/search/?api=1&query=Show%20Restaurant%2C%20Tamassa%20Bel%20Ombre&query_place_id=ChIJlf0pKs5vfCERNtqHpYjkTGw,https://lh5.googleusercontent.com/p/AF1QipMiIpJnB-Dpri9jc0_IPo-bRK4h076VnN2n1J3-=w408-h306-k-no,restaurant,Google Maps,,,,"Wheelchair Accessible, Alcohol Served, Parking, Takeaway, Free Wi-Fi, Open Kitchen, Private Dining, Live Music, Outdoor Seating, Pet-Friendly",Low,4.2,4.9,3.5,3.5,11.0,Quiet Getaway,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,yes,no,Seafood,Cultural,5-star
Chez Laurenza,Restaurant,4.0,5.0,-19.7041819,63.4976271,"7FWX+83C, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Laurenza&query_place_id=ChIJwbP4IXir4yMRem_GBv0sWnU,https://lh5.googleusercontent.com/p/AF1QipNlS5r8u9deDx0wkPwjyTIyCO7vhIVLxOZvZZxm=w426-h240-k-no,restaurant,Google Maps,,,,"Takeaway, Happy Hours, Parking, Reservation Required, Pet-Friendly, Private Dining, Outdoor Seating, Smoking Area, Free Wi-Fi, Vegan Options",Luxury,4.4,4.5,4.4,4.5,5.0,Scenic Views,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,no,French,Adventure,3-star
Sea fire salt restaurant,Seafood restaurant,3.6,28.0,-20.4513156,57.7010365,"GPX2+33G, Plaine Magnien, Mauritius",https://www.google.com/maps/search/?api=1&query=Sea%20fire%20salt%20restaurant&query_place_id=ChIJvSPzlg2LfCERfzQM509wmlw,https://lh5.googleusercontent.com/p/AF1QipOHLQULiBlTw9BB5Dy625WCgDl4jfU6G-LuMFq8=w408-h306-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Wi-Fi",Medium,3.4,4.4,4.4,4.1,28.0,Quiet Getaway,9:00 AM - 8:00 PM,Winter,3:00 PM - 6:00 PM,no,yes,Italian,Historical,Luxury
Le Chamarel Restaurant,Restaurant,4.3,1941.0,-20.422115,57.3859837,"La Crête, Main Road, Chamarel, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Chamarel%20Restaurant&query_place_id=ChIJva7c5EhpfCERtdxCllrQi54,https://lh5.googleusercontent.com/p/AF1QipMHmVl2pgZsx6ru9VTvLgfp_esJEnXPDxsd3UhN=w408-h306-k-no,restaurant,Google Maps,,,,"Reservation Required, Takeaway, Open Kitchen, Kids Menu, Outdoor Seating, Alcohol Served, Pet-Friendly, Private Dining, Happy Hours, Wheelchair Accessible",Medium,4.4,3.2,4.0,4.8,1941.0,Eco-Friendly,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,yes,Mauritian,Historical,Luxury
Chez Pouilles,Restaurant,5.0,1.0,-19.7083258,63.4603655,"7FR6+M49, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Pouilles&query_place_id=ChIJhTXjRgCt4yMRxa7UmrUTL4s,https://lh5.googleusercontent.com/p/AF1QipMgTbqVJXVcgIrbgZX_S1qydqLU_XJxueOr3Y7g=w408-h306-k-no,restaurant,Google Maps,,,,"Alcohol Served, Happy Hours, Live Music, Wheelchair Accessible, Kids Menu, Outdoor Seating, Pet-Friendly, Private Dining, Free Wi-Fi, Open Kitchen",High,3.0,3.7,3.9,3.4,1.0,Shopping Paradise,9:00 AM - 8:00 PM,Summer,6:00 PM - 9:00 PM,yes,no,Italian,Cultural,Luxury
Chez Tonio seafood Gravier plage,Seafood restaurant,4.4,68.0,-19.7345232,63.4763901,"7F8G+5H, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Tonio%20seafood%20Gravier%20plage&query_place_id=ChIJTYNmly2t4yMRfqi1eHKgDoQ,https://lh5.googleusercontent.com/p/AF1QipPL6z0D6UhPNmCi2KR3iiHI8ZNxV8XHMPM67_AH=w426-h240-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Scuba Diving",High,4.9,3.6,4.8,3.9,68.0,Couple Retreat,24/7,Winter,6:00 PM - 9:00 PM,yes,yes,Mauritian,Adventure,4-star
HoAloha Restaurant,Restaurant,4.7,104.0,-19.7011736,63.4938372,"7FXV+GH6 St Francois, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=HoAloha%20Restaurant&query_place_id=ChIJHVdu6Aar4yMREllfXVX8cXg,https://lh5.googleusercontent.com/p/AF1QipOcYzu1crXgqjSAOsrbz8X2ZmaG_L9bOh5q1NjM=w408-h306-k-no,restaurant,Google Maps,,,,"Takeaway, Happy Hours, Pet-Friendly, Reservation Required, Alcohol Served, Kids Menu, Private Dining, Outdoor Seating, Free Wi-Fi, Wheelchair Accessible",High,4.5,3.7,4.3,3.5,104.0,Scenic Views,Closed on Sundays,All Year,10:00 AM - 2:00 PM,yes,no,Italian,Scenic,Luxury
Restaurant Také (Baz Také),Restaurant,4.0,92.0,-20.4138225,57.7084353,"Rue de Maurice, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Tak%C3%A9%20(Baz%20Tak%C3%A9)&query_place_id=ChIJD9PLJsv0fCERnS1FexTqk8s,https://lh5.googleusercontent.com/p/AF1QipPNfiNFSfvhkH0lVPw5Z2IcJSndyxcE6RK86fvD=w408-h306-k-no,restaurant,Google Maps,,,,"Open Kitchen, Alcohol Served, Smoking Area, Happy Hours, Kids Menu, Reservation Required, Private Dining, Outdoor Seating, Free Wi-Fi, Takeaway",Low,4.3,3.6,4.7,3.9,92.0,Family-Friendly,9:00 AM - 8:00 PM,Winter,3:00 PM - 6:00 PM,yes,no,Seafood,Shopping,5-star
Agathe Grill,Barbecue restaurant,4.0,1.0,-19.7124399,63.4540906,"7FQ3+2JG Lataniers, Mont Lubin, Mauritius",https://www.google.com/maps/search/?api=1&query=Agathe%20Grill&query_place_id=ChIJ28dANQCt4yMRtPPiMgfgMrk,,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Private Pools",Luxury,4.4,4.9,3.1,4.7,1.0,Budget-Friendly,10:00 AM - 6:00 PM,Winter,6:00 PM - 9:00 PM,yes,no,Indian,Cultural,3-star
Pôt au Feu Resto,Restaurant,4.8,43.0,-20.5110173,57.5043194,"Royal Road, Riambel, Mauritius",https://www.google.com/maps/search/?api=1&query=P%C3%B4t%20au%20Feu%20Resto&query_place_id=ChIJV2jNl45lfCERLmkqqUsmN-g,https://lh5.googleusercontent.com/p/AF1QipMlPO3eqp1qA2g9EJ805bVMUMjfE2bngJa6AIRr=w408-h306-k-no,restaurant,Google Maps,,,,"Open Kitchen, Pet-Friendly, Wheelchair Accessible, Outdoor Seating, Live Music, Happy Hours, Kids Menu, Reservation Required, Vegan Options, Smoking Area",Medium,3.1,4.0,4.7,4.1,43.0,Family-Friendly,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,yes,yes,Seafood,Cultural,3-star
Kot Tonio,Restaurant,4.0,1.0,-19.7118134,63.4516816,"7FQ2+7MF, Palisade Ternel, Rodrigues, St Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=Kot%20Tonio&query_place_id=ChIJC5XoTwat4yMRom8GOYVz1Sc,https://lh5.googleusercontent.com/p/AF1QipPU-i0f6wNp06klzRR6jGZJwB0H60Us1Ueihcz7=w533-h240-k-no,restaurant,Google Maps,,,,"Wheelchair Accessible, Open Kitchen, Pet-Friendly, Alcohol Served, Live Music, Outdoor Seating, Private Dining, Smoking Area, Free Wi-Fi, Parking",Medium,4.8,3.5,4.0,3.6,1.0,Romantic,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,yes,Indian,Scenic,4-star
Restaurant Nagiah,Indian restaurant,4.3,36.0,-20.4294607,57.6701086,"HMCC+629, Ex Airport Road, Plaine Magnien,, Plaine Magnien, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Nagiah&query_place_id=ChIJlZJKXeqKfCERhReE6c23ay8,https://lh5.googleusercontent.com/p/AF1QipNxRUZQyMoh1FXU9fMjQHsCz0Lwc05bhJbESUJQ=w426-h240-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Airport Shuttle",High,4.4,4.6,4.6,3.1,36.0,Luxury Stay,Closed on Sundays,Winter,3:00 PM - 6:00 PM,yes,yes,Seafood,Shopping,3-star
Ti Cabane Bleu,Restaurant,4.0,3.0,-19.7021261,63.4951212,"7FXW+42X, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Cabane%20Bleu&query_place_id=ChIJx6opmqer4yMR6wAhaonQLBo,https://lh5.googleusercontent.com/p/AF1QipOz2_DnWyxk5gdNthFWi7PI_Y1MxTSCoMU4MCrG=w408-h305-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Smoking Area, Vegan Options, Parking, Takeaway, Private Dining, Free Wi-Fi, Open Kitchen, Reservation Required, Alcohol Served",Medium,3.5,5.0,3.4,4.2,3.0,Romantic,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,no,no,Mauritian,Historical,3-star
Marybelles Restaurant,Restaurant,4.3,124.0,-20.5126729,57.4948246,"Gersigny Road, B10 Chemin Grenier Road, Mauritius",https://www.google.com/maps/search/?api=1&query=Marybelles%20Restaurant&query_place_id=ChIJPTIgzRBlfCERyY7ZJLQZXg0,https://lh5.googleusercontent.com/p/AF1QipPChUzjnbFx5DeZ6oWuDe0Bz6of1h9WZEUkgPCr=w408-h306-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Happy Hours, Alcohol Served, Wheelchair Accessible, Private Dining, Open Kitchen, Vegan Options, Kids Menu, Parking, Reservation Required",Low,3.1,3.1,4.0,3.4,124.0,Water Activities,24/7,Winter,10:00 AM - 2:00 PM,yes,no,Chinese,Cultural,4-star
Trasmer Boating,Restaurant,5.0,1.0,-19.7431417,63.4460128,"7C4W+PCR, Songes, Port Sud-Est, Mauritius",https://www.google.com/maps/search/?api=1&query=Trasmer%20Boating&query_place_id=ChIJe61NMQBT4iMRfzo8oVK2akQ,https://lh5.googleusercontent.com/p/AF1QipMdhBVPcUz3oOp7awoKEd2fxVfGcIdVwloUxY-L=w408-h306-k-no,restaurant,Google Maps,,,,"Parking, Happy Hours, Private Dining, Smoking Area, Reservation Required, Vegan Options, Pet-Friendly, Open Kitchen, Free Wi-Fi, Outdoor Seating",Medium,3.5,5.0,3.2,3.3,1.0,Nightlife,24/7,Summer,3:00 PM - 6:00 PM,yes,no,Indian,Shopping,Luxury
Gregory's Secret Restaurant,Restaurant,4.7,184.0,-20.4184787,57.3673421,"Lot 141, vrs Morcellement, MU, La Gaulette 91102, Mauritius",https://www.google.com/maps/search/?api=1&query=Gregory's%20Secret%20Restaurant&query_place_id=ChIJ-XqlHpdtfCERZj5Sbfcgn6E,https://lh5.googleusercontent.com/p/AF1QipOV9kzz2u_wWfn7MEoVrz0emilA7WC9mkFpSbrC=w408-h306-k-no,restaurant,Google Maps,,,,"Parking, Private Dining, Alcohol Served, Vegan Options, Live Music, Pet-Friendly, Takeaway, Free Wi-Fi, Open Kitchen, Reservation Required",Low,3.9,4.7,3.1,4.4,184.0,Business-Friendly,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,yes,yes,Mauritian,Adventure,Luxury
La maison de la campagne Chez Diana,Restaurant,4.8,4.0,-19.7038125,63.4591875,"7FW5+FJ, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20maison%20de%20la%20campagne%20Chez%20Diana&query_place_id=ChIJnaQ8D_ut4yMRKwGplBcz9CI,https://lh5.googleusercontent.com/p/AF1QipM7UzJLCbqsVhcyEjjetR44TXo_kJ7qmxEDoXTH=w408-h306-k-no,restaurant,Google Maps,,,,"Reservation Required, Wheelchair Accessible, Live Music, Parking, Vegan Options, Takeaway, Open Kitchen, Pet-Friendly, Alcohol Served, Happy Hours",Luxury,4.2,4.9,4.7,3.6,4.0,Nightlife,24/7,Winter,3:00 PM - 6:00 PM,no,yes,Italian,Shopping,5-star
Kot Perrine Grill & Snack,Barbecue restaurant,4.4,5.0,-19.6989112,63.4528701,"8F23+C4Q, Orange, Mauritius",https://www.google.com/maps/search/?api=1&query=Kot%20Perrine%20Grill%20%26%20Snack&query_place_id=ChIJNZf4mwyt4yMR7DoYRczn0bE,,restaurant,Google Maps,,,,"Gym, Spa, Wi-Fi, Scuba Diving",Luxury,4.9,3.9,3.8,3.9,5.0,Pet-Friendly,24/7,All Year,6:00 PM - 9:00 PM,no,no,Seafood,Adventure,5-star
La Citronnelle,Restaurant,3.6,34.0,-20.4568467,57.4869274,"GFVP+7Q7, Chamouny, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Citronnelle&query_place_id=ChIJOa7I9zJlfCERAd_VAAFwBkU,https://lh5.googleusercontent.com/p/AF1QipMinwZyBSGQcfNLpSnK_lUVn9zhJhMsVuyjsLyK=w408-h544-k-no,restaurant,Google Maps,,,,"Smoking Area, Outdoor Seating, Open Kitchen, Takeaway, Alcohol Served, Parking, Live Music, Reservation Required, Free Wi-Fi, Wheelchair Accessible",High,3.3,3.9,3.7,4.4,34.0,Romantic,Closed on Sundays,Winter,6:00 PM - 9:00 PM,yes,yes,Italian,Scenic,5-star
"Le Tropical, Chez Jeannette",Restaurant,4.4,67.0,-19.7169888,63.4577934,"Montagne Bois Noir, Rodrigues, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Tropical%2C%20Chez%20Jeannette&query_place_id=ChIJBSzpPeqs4yMRMpB0BjkCBFE,https://lh5.googleusercontent.com/p/AF1QipPlpEA-sjBiwquf4obswoBfgPgk3qCM3LiGU43R=w533-h240-k-no,restaurant,Google Maps,,,,"Alcohol Served, Kids Menu, Private Dining, Live Music, Free Wi-Fi, Vegan Options, Smoking Area, Reservation Required, Pet-Friendly, Parking",Low,3.1,3.1,3.2,4.2,67.0,Couple Retreat,Closed on Sundays,All Year,3:00 PM - 6:00 PM,yes,yes,Chinese,Historical,Luxury
L’Escale Mauricienne Restaurant,Restaurant,1.9,40.0,-20.4342284,57.6793894,"New Terminal Building, Plaine Magnien, Mauritius",https://www.google.com/maps/search/?api=1&query=L%E2%80%99Escale%20Mauricienne%20Restaurant&query_place_id=ChIJXa44W0aLfCERTr1mmTDn8jY,https://lh5.googleusercontent.com/p/AF1QipOKCDhztaV_xYiAXOibJho-x_v_suJoJqRHnW1q=w532-h240-k-no,restaurant,Google Maps,,,,"Smoking Area, Kids Menu, Outdoor Seating, Happy Hours, Private Dining, Reservation Required, Takeaway, Open Kitchen, Alcohol Served, Wheelchair Accessible",High,4.4,4.2,4.0,4.5,40.0,Adventure,Closed on Sundays,Winter,3:00 PM - 6:00 PM,no,no,Seafood,Scenic,4-star
Restaurant Chez Fibie,Restaurant,4.5,61.0,-19.739241,63.4658251,"Mouruk Village, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20Fibie&query_place_id=ChIJZXcg_LSs4yMRTpzX2XwQ2bs,https://lh5.googleusercontent.com/p/AF1QipPo6Ub4-qkFikKBOFwvHJ_CVrPm7hSr76tqFSpl=w408-h306-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Smoking Area, Happy Hours, Live Music, Pet-Friendly, Private Dining, Outdoor Seating, Vegan Options, Reservation Required, Parking",Low,4.5,4.4,3.4,4.4,61.0,Historical,24/7,All Year,10:00 AM - 2:00 PM,yes,no,French,Shopping,3-star
Saveurs Otentik Restaurant,Restaurant,4.7,114.0,-20.4972816,57.5573039,"Senneville Road, Riviere des Anguilles, Mauritius",https://www.google.com/maps/search/?api=1&query=Saveurs%20Otentik%20Restaurant&query_place_id=ChIJhSsuoehjfCERPOxLxI_CNoU,https://lh5.googleusercontent.com/p/AF1QipMRVRpeRQbyAeiePfKuu8Okdr3Bz-sdwnW9q37Y=w408-h306-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Parking, Kids Menu, Alcohol Served, Private Dining, Reservation Required, Wheelchair Accessible, Outdoor Seating, Happy Hours, Takeaway",Medium,3.9,3.8,5.0,3.7,114.0,Photography Hotspot,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,no,Italian,Shopping,4-star
Chez Judise-Prés de Mer,Restaurant,4.7,3.0,-19.7306204,63.4784204,"7F9H+P9, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Judise-Pr%C3%A9s%20de%20Mer&query_place_id=ChIJgypIEfGt4yMRlPownmGIRF0,https://lh5.googleusercontent.com/p/AF1QipOBDqX476rr6EkjhZ-d5R7LJj128PNsvUp1OEmu=w408-h306-k-no,restaurant,Google Maps,,,,"Takeaway, Private Dining, Alcohol Served, Reservation Required, Wheelchair Accessible, Smoking Area, Vegan Options, Parking, Live Music, Happy Hours",Luxury,4.5,3.5,4.6,4.0,3.0,Eco-Friendly,10:00 AM - 6:00 PM,All Year,10:00 AM - 2:00 PM,no,yes,Indian,Shopping,3-star
3j's Family Restaurant,Restaurant,3.6,121.0,-20.4055723,57.6075212,"HJV5+Q2C, Rose Belle, Mauritius",https://www.google.com/maps/search/?api=1&query=3j's%20Family%20Restaurant&query_place_id=ChIJJdFjGGVgfCEREtapUxPzelY,https://lh5.googleusercontent.com/p/AF1QipNsUoS63QqZgd_GPiuyovXYXPMsZePwB-FcFBKV=w503-h240-k-no,restaurant,Google Maps,,,,"Open Kitchen, Pet-Friendly, Takeaway, Kids Menu, Smoking Area, Vegan Options, Alcohol Served, Private Dining, Reservation Required, Parking",Luxury,4.3,3.6,4.5,3.9,121.0,Shopping Paradise,24/7,Summer,10:00 AM - 2:00 PM,no,yes,Indian,Historical,4-star
Chez Madame LaRose,Restaurant,4.3,124.0,-19.688851,63.4962187,"8F6W+FF4, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Madame%20LaRose&query_place_id=ChIJ7yWoS46r4yMRTGzT0g6dQGg,https://lh5.googleusercontent.com/p/AF1QipP06psYaLrn8XrU0mmFxf0KqocvIxN-doBp1qLt=w426-h240-k-no,restaurant,Google Maps,,,,"Parking, Kids Menu, Alcohol Served, Smoking Area, Vegan Options, Wheelchair Accessible, Outdoor Seating, Private Dining, Open Kitchen, Free Wi-Fi",Luxury,4.1,4.4,4.3,3.1,124.0,Nightlife,24/7,Winter,10:00 AM - 2:00 PM,yes,no,Seafood,Historical,Luxury
Le Phare Restaurant,Restaurant,4.0,129.0,-20.4058373,57.7081685,"HPV5+M77 Hollandais Street & Corner de la, place Street, Mahebourg, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Phare%20Restaurant&query_place_id=ChIJ2QxE7Mj0fCERo-dgoMSPFXU,https://lh5.googleusercontent.com/p/AF1QipOBIr0O1bWFkC9DE2cSeZyjQhEzeYgQFISdGstR=w408-h306-k-no,restaurant,Google Maps,,,,"Parking, Happy Hours, Live Music, Outdoor Seating, Alcohol Served, Kids Menu, Wheelchair Accessible, Open Kitchen, Takeaway, Smoking Area",Luxury,4.8,4.7,5.0,4.7,129.0,Photography Hotspot,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,no,no,Indian,Historical,Luxury
La Case Mama Chez Paulina,Restaurant,4.2,310.0,-19.7222293,63.4546379,"Montagne Malgache, St Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Case%20Mama%20Chez%20Paulina&query_place_id=ChIJvwcGl8Os4yMRLD8P6jF4Nl0,https://lh5.googleusercontent.com/p/AF1QipM2-mppE8VFWCUPh3Gm5ibca8VZIFtQyHb7-KEZ=w408-h306-k-no,restaurant,Google Maps,,,,"Open Kitchen, Kids Menu, Live Music, Pet-Friendly, Vegan Options, Reservation Required, Private Dining, Outdoor Seating, Takeaway, Parking",High,3.7,3.4,4.2,3.9,310.0,Eco-Friendly,Closed on Sundays,Winter,6:00 PM - 9:00 PM,no,no,Seafood,Historical,5-star
Restaurant du Lac,Restaurant,4.4,804.0,-20.4217126,57.7157987,"Coastal Rd, Pointe Jerome Mahebourg MU, 50817, Mauritius",https://www.google.com/maps/search/?api=1&query=Restaurant%20du%20Lac&query_place_id=ChIJbTODtUWLfCERSHr9C6eN1bM,https://lh5.googleusercontent.com/p/AF1QipM2SJbkbxfiGQUTthr1Mp4h5AGL6vECOAoJOp8b=w408-h306-k-no,restaurant,Google Maps,,,,"Reservation Required, Kids Menu, Smoking Area, Wheelchair Accessible, Parking, Private Dining, Open Kitchen, Alcohol Served, Outdoor Seating, Happy Hours",Low,3.2,3.9,3.0,5.0,804.0,Quiet Getaway,24/7,Summer,6:00 PM - 9:00 PM,yes,no,Chinese,Cultural,5-star
Basanio Snack Boutik,Restaurant,3.9,156.0,-19.6921175,63.4914245,"8F5R+5H3, Grande Montagne, Mauritius",https://www.google.com/maps/search/?api=1&query=Basanio%20Snack%20Boutik&query_place_id=ChIJWZMDUAyr4yMR4_WnhgvA_Ws,https://lh5.googleusercontent.com/p/AF1QipO8d5Pq757CiqlnXzC0nM1BZzJDEZzGktIB-mc1=w408-h306-k-no,restaurant,Google Maps,,,,"Smoking Area, Private Dining, Live Music, Reservation Required, Vegan Options, Free Wi-Fi, Open Kitchen, Alcohol Served, Parking, Takeaway",Medium,4.6,5.0,3.3,3.4,156.0,Hiking Trails,Closed on Sundays,Winter,3:00 PM - 6:00 PM,no,no,Mauritian,Historical,Luxury
Fam L'Ocean Snack,Restaurant,5.0,2.0,-20.5195888,57.5226096,"FGJF+529, Souillac, Mauritius",https://www.google.com/maps/search/?api=1&query=Fam%20L'Ocean%20Snack&query_place_id=ChIJ2RrbrlhlfCERZWY9RkI-rwE,https://lh5.googleusercontent.com/p/AF1QipNLfeOsTChJXS_gH8DUWnL-UR8jtaldPoadM6Ib=w408-h544-k-no,restaurant,Google Maps,,,,"Parking, Happy Hours, Takeaway, Reservation Required, Private Dining, Pet-Friendly, Live Music, Vegan Options, Outdoor Seating, Free Wi-Fi",Low,3.4,4.6,3.3,5.0,2.0,Business-Friendly,Closed on Sundays,All Year,10:00 AM - 2:00 PM,yes,yes,Seafood,Shopping,3-star
Lewis Barbecue,Seafood restaurant,4.7,3.0,-19.7267839,63.4834792,"Rodrigues island, Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Lewis%20Barbecue&query_place_id=ChIJSegDyg2t4yMR4ZEUkS_gnhk,https://lh5.googleusercontent.com/p/AF1QipPpxC2NjtdTyEAkRP63w0Mrc-7lFTwTimg-uzgv=w408-h544-k-no,restaurant,Google Maps,,,,"Wi-Fi, Pool, Parking, Water Sports",Medium,4.0,3.3,4.6,3.3,3.0,Scenic Views,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,no,yes,French,Cultural,4-star
Ti Cabane Kot Laurance,Family restaurant,4.5,53.0,-19.7266059,63.4833841,"Gravier, Mauritius",https://www.google.com/maps/search/?api=1&query=Ti%20Cabane%20Kot%20Laurance&query_place_id=ChIJV_JReTKt4yMRp4a0drCgzV8,https://lh5.googleusercontent.com/p/AF1QipPf030EdX9cNeTgh4xDv69j1hjrBdjxlecI8_A=w507-h240-k-no,restaurant,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Nature Trails",Luxury,4.6,3.6,4.6,3.9,53.0,Family-Friendly,9:00 AM - 8:00 PM,Summer,10:00 AM - 2:00 PM,yes,yes,Mauritian,Shopping,4-star
Chez Berno,Restaurant,3.8,71.0,-19.682799,63.4211701,"8C8C+VFM, Barclay St, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Berno&query_place_id=ChIJuUPwaCyt4yMRs2tVToNRRp0,https://lh5.googleusercontent.com/p/AF1QipPn3WkBoLJEoFVi2exWD2CJUCRaMWqnWVb7QlR5=w408-h544-k-no,restaurant,Google Maps,,,,"Free Wi-Fi, Open Kitchen, Smoking Area, Alcohol Served, Private Dining, Reservation Required, Outdoor Seating, Vegan Options, Wheelchair Accessible, Pet-Friendly",High,3.7,3.8,3.2,3.9,71.0,Nightlife,Closed on Sundays,All Year,10:00 AM - 2:00 PM,no,yes,Chinese,Shopping,3-star
Chez Nous Rodrigues,Seafood restaurant,5.0,1.0,-19.6811689,63.4263024,"8C9G+GGM, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Chez%20Nous%20Rodrigues&query_place_id=ChIJKzVeyTWt4yMRBu4jmnpCbU8,https://lh5.googleusercontent.com/p/AF1QipMz_qA2gn9nVQJHemVcEKV56uL4XRLa-Lh5Cup0=w408-h725-k-no,restaurant,Google Maps,,,,"Breakfast Included, Free Parking, Scuba Diving",High,4.4,3.3,4.1,3.4,1.0,Business-Friendly,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,no,no,Seafood,Cultural,Luxury
Le Nouveau Capitaine,Restaurant,4.0,5.0,-19.6807653,63.4231753,"8C9F+M7V, Francois Leguat St, Port Mathurin, Mauritius",https://www.google.com/maps/search/?api=1&query=Le%20Nouveau%20Capitaine&query_place_id=ChIJM2NnxaSt4yMRh6NfAey427Y,https://lh5.googleusercontent.com/p/AF1QipMhWEf75tYkN4J8boKrSCgCW2nQHabC--o6Qbkz=w408-h544-k-no,restaurant,Google Maps,,,,"Outdoor Seating, Private Dining, Alcohol Served, Happy Hours, Smoking Area, Wheelchair Accessible, Reservation Required, Kids Menu, Pet-Friendly, Open Kitchen",Luxury,3.8,4.7,4.4,4.1,5.0,Hiking Trails,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,yes,yes,French,Scenic,Luxury
Bill's resto,Restaurant,3.7,9.0,-19.7076051,63.43864,"7CRQ+XF2, Mont Lubin, Mauritius",https://www.google.com/maps/search/?api=1&query=Bill's%20resto&query_place_id=ChIJK_4Sauyt4yMRL2BgcDb4iS0,https://lh5.googleusercontent.com/p/AF1QipMNWSiIP79HRo3srQBFvQWvm6Za8yFQZuVsnp_T=w408-h544-k-no,restaurant,Google Maps,,,,"Private Dining, Reservation Required, Vegan Options, Free Wi-Fi, Outdoor Seating, Kids Menu, Smoking Area, Wheelchair Accessible, Takeaway, Pet-Friendly",Medium,3.1,3.5,3.2,3.5,9.0,Pet-Friendly,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,yes,no,Italian,Scenic,Luxury
Gombrani Lodge,Restaurant,4.3,30.0,-19.7214565,63.4286729,"7CHH+CF7, Eau Vanée, Petit Gabriel, Mauritius",https://www.google.com/maps/search/?api=1&query=Gombrani%20Lodge&query_place_id=ChIJizZHrySt4yMRO0jmc5ccnyw,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/10/5f/2b/img-20190404-171644-largejpg.jpg?w=1000&h=700&s=1,restaurant,Google Maps,,,,"Happy Hours, Kids Menu, Smoking Area, Alcohol Served, Outdoor Seating, Wheelchair Accessible, Live Music, Vegan Options, Open Kitchen, Takeaway",High,3.5,4.9,3.0,4.6,30.0,Historical,24/7,All Year,6:00 PM - 9:00 PM,yes,no,Mauritian,Historical,3-star
